county,ballotscast_2016,registered_2016,turnout_2016,clinton_2016,presvotes_2016,clintonpct_2016,trump_2016,trumppct_2016,ballotscast_2020,registered_2020,turnout_2020,biden_2020,presvotes_2020,bidenpct_2020,trump_2020,trumppct_2020
Putnam,9573,13964,0.6855485534230881,2758,9472,0.291173986486486,6544,0.690878378378378,0,16000,0.0,0,0,0.0,0,0.0
Quitman,1053,1431,0.735849056603773,461,1044,0.441570881226054,575,0.550766283524904,0,1553,0.0,0,0,0.0,0,0.0
Rabun,8110,9884,0.820518008903278,1444,7950,0.18163522012578603,6287,0.7908176100628929,0,13074,0.0,0,0,0.0,0,0.0
Randolph,2922,3914,0.7465508431272351,1598,2897,0.5516051087331719,1271,0.438729720400414,0,4338,0.0,0,0,0.0,0,0.0
Richmond,76304,105642,0.7222884837469951,48814,75086,0.65010787630184,24461,0.325773113496524,0,135428,0.0,0,0,0.0,0,0.0
Rockdale,38229,50003,0.764534127952323,23255,37656,0.617564265986828,13478,0.357924367962609,0,65573,0.0,0,0,0.0,0,0.0
Schley,1929,2364,0.815989847715736,401,1909,0.21005762179151397,1472,0.771084337349398,0,2890,0.0,0,0,0.0,0,0.0
Screven,5756,7512,0.766240681576145,2300,5699,0.403579575364099,3305,0.579926302860151,0,9610,0.0,0,0,0.0,0,0.0
Seminole,3619,4905,0.7378185524974521,1189,3582,0.33193746510329397,2345,0.6546621998883311,0,5937,0.0,0,0,0.0,0,0.0
Spalding,25914,34832,0.743971061093248,9357,25600,0.3655078125,15646,0.611171875,0,46088,0.0,0,0,0.0,0,0.0
Stephens,9932,13132,0.756320438623211,1837,9766,0.18810157689944698,7686,0.7870161785787428,0,18078,0.0,0,0,0.0,0,0.0
Stewart,2084,2917,0.714432636270141,1222,2055,0.594647201946472,805,0.391727493917275,0,2909,0.0,0,0,0.0,0,0.0
Sumter,11101,15181,0.7312430011198209,5520,10974,0.503007107709131,5276,0.480772735556771,0,18033,0.0,0,0,0.0,0,0.0
Talbot,3278,4138,0.792170130497825,2002,3244,0.617139334155364,1196,0.368680641183724,0,4567,0.0,0,0,0.0,0,0.0
Taliaferro,904,1157,0.7813310285220401,545,897,0.6075808249721291,349,0.389074693422519,0,1246,0.0,0,0,0.0,0,0.0
Tattnall,6986,9299,0.7512635767286799,1681,6886,0.244118501307,5096,0.740052279988382,0,12216,0.0,0,0,0.0,0,0.0
Taylor,3432,4372,0.7849954254345841,1296,3405,0.38061674008810603,2064,0.606167400881057,0,5405,0.0,0,0,0.0,0,0.0
Telfair,3827,5029,0.760986279578445,1313,3795,0.3459815546772069,2450,0.645586297760211,0,6076,0.0,0,0,0.0,0,0.0
Terrell,4233,5871,0.72100153295861,2267,4181,0.542214781152834,1874,0.448218129634059,0,6625,0.0,0,0,0.0,0,0.0
Thomas,18986,24693,0.7688818693556879,7142,18738,0.38115060305262,11228,0.599210161169815,0,30218,0.0,0,0,0.0,0,0.0
Tift,14334,19040,0.752836134453781,4347,14175,0.306666666666667,9584,0.6761199294532629,0,24551,0.0,0,0,0.0,0,0.0
Toombs,9206,15146,0.607817245477354,2338,9111,0.256612885522994,6615,0.726045439578531,0,16227,0.0,0,0,0.0,0,0.0
Towns,6858,8608,0.7967007434944241,1210,6739,0.17955186229410897,5383,0.798783202255528,0,10189,0.0,0,0,0.0,0,0.0
Treutlen,2729,3773,0.7232971110522131,862,2703,0.31890492045875,1809,0.6692563817980021,0,4248,0.0,0,0,0.0,0,0.0
Troup,26334,35513,0.7415312702390671,9713,26024,0.373232400860744,15750,0.605210574853981,0,43169,0.0,0,0,0.0,0,0.0
Turner,3414,4552,0.75,1246,3394,0.36711844431349394,2095,0.6172657631113729,0,5604,0.0,0,0,0.0,0,0.0
Twiggs,4089,5291,0.772821772821773,1971,4056,0.48594674556212997,2035,0.5017258382643,0,6308,0.0,0,0,0.0,0,0.0
